Course Title,Rating,Level,Schedule,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Number of Review
Leadership in Interprofessional Informatics ,4.4,Intermediate level,Flexible schedule,Not specified,"Leadership Dynamics, Professional Development","The Who What When Where and Why of Leadership in Interprofessional Informatics, Team Fundamentals, Team Evolution and Dynamics, Theory of Collective Impact for Interprofessional Informatics Leadership Success, The Future of Interprofessional Informatics Leadership, Building Your Nursing Informatics Leadership Portfolio","Karen A. Monsen, PhD, RN, FAMIA, FNAP, FAAN, Daniel J. Pesut, Ph.D., RN, FAAN",University of Minnesota,Health,https://www.coursera.org/learn/leadership-interprofessional-informatics,27.0,18
生命科学发展史,4.4,Not specified,Flexible schedule,Not specified,Not specified,"第一章 绪论, 第二章 人类起源和发展, 第三章：从古代哲学到近代科学, 第四章 生物的分类和演化, 第五章：人体生理学：人类的自我认识, 第六章：走近微生物世界, 第七章：从细胞学说到胚胎发育, 第八章：生命是什么？从孟德尔的豌豆说起, 第九章：生物组学：不再钓鱼，而是捞鱼!, 第十章：课程总结",孟和,Shanghai Jiao Tong University,Health,https://www.coursera.org/learn/shengming-kexue-fazhanshi,22.0,18
Responsible Reporting on Suicide for Journalists,0.0,Beginner level,Flexible schedule,Not specified,"Public Health, Journalism","Suicide as a Global Public Health Issue, How Media Reports Can Affect Suicide Trends, Applying Suicide Reporting Guidelines in the Field","Holly C. Wilcox, PhD, MA, Aneri Pattani, William Eaton, PhD",Johns Hopkins University,Health,https://www.coursera.org/learn/responsible-reporting-on-suicide-for-journalists,7.0,0
의료 서비스를 위한 시스템공학의 기초,0.0,Not specified,Flexible schedule,"의료 서비스 공급에 필요한 사항의 기준치를 만들고 시스템공학 접근법이 어떻게, 왜 대부분의 필요 사항을 해결할 수 있는지 알아봅니다.다양한 시스템 유형과 특성을 예시와 함께 보여드립니다. 시스템공학 접근법을 설명하고 이 접근법으로 의료 서비스 시스템의 문제점을 해결할 수 있는 방법을 개념화합니다.의료 서비스 시스템부터 시스템 유형을 기술하고 묘사해, 예시와 함께 시스템공학식 문제 해결을 시작합니다. ",Not specified,"의료 서비스 동인, 시스템 유형, 시스템공학 접근법, 의료 서비스 시스템공학 접근법 활용",Dr. Matthew (Matt) Montoya,Johns Hopkins University,Health,https://www.coursera.org/learn/foundations-of-healthcare-systems-engineering-ko,5.0,0
Fitness Corporativo,0.0,Beginner level,Flexible schedule,Cómo ser laboralmente más productivo a través de la cultura fitness y el ejercicio. Asó como el manejo de herramientas para reducir el estrés.,Not specified,"Inicia aquí, Módulo 1: Bases del Fitness Corporativo, Módulo 2: El Fitness Corporativo en Contexto, Módulo 3: Acciones a Tomar, Módulo 4: Estrategias, Fin del Curso","María Aurora Porrua Ardura, Carlos Alberto Rubi Morales",Universidades Anáhuac,Health,https://www.coursera.org/learn/fitness-corporativo,24.0,0
The exposome: cracking the science about what makes us sick,0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Introduction to the Exposome concept, The transformative power of Exposome approaches: using the example of cardiovascular disease reasearch , The external Exposome: methodological approaches, The internal Exposome: methodological approaches, Data science steps for analysing Exposome data, Future perspectives & the next generation of studies","Diederick E. Grobbee, Roel Vermeulen",Utrecht University,Health,https://www.coursera.org/learn/exposome,14.0,0
Analysis and Interpretation of Large-Scale Programs,0.0,Intermediate level,Flexible schedule,Not specified,"Data Analysis, monitoring and evaluation","Module 1: Getting started in the course, Module 2: Setting up for data analysis, Module 3: Introduction to data analysis for evaluation, Module 4: Analysis of programs strength and quality of care, Module 5: Analyzing household survey for intervention coverage, Module 6: Analyzing Impact Measures, Module 7: Equity Analysis, Module 8: Gender-Based Equity Analysis, Module 9: Interpreting Evaluation Findings , Final exam and special  message from JHU-IIP team","Agbessi Amouzou, Melinda K. Munos, Rosemary Morgan, Neff Walker, Elizabeth Hazel, PhD, Abdoulaye Maïga, Yoko Inagaki, MD ",Johns Hopkins University,Health,https://www.coursera.org/learn/analysis-and-interpretation-of-large-scale-programs,21.0,0
Hacking COVID-19 — Course 2: Decoding SARS-CoV-2's Secrets,0.0,Beginner level,Flexible schedule,Not specified,"Bioinformatics, PCR primer design, viral genome annotation","Week 1, Week 2","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu",University of California San Diego,Health,https://www.coursera.org/learn/covid-19-genome-annotation,6.0,0
Reflections from 40 Years Fighting International Epidemics,0.0,Beginner level,Flexible schedule,"Anticipate, Recognize, ActWhat's Next is Already HereCreate Synergies of Strengths","Epidemiology, medical humanities, Public Health, epidemic analysis, pandemic policy","Course Orientation, Module 1: Reflections on Fighting Epidemics and Medical Humanities, ""Module 2: Whats Next Is Already Here, But We Havent Recognized It Yet"", Module 3: A Guideline for the Future: Anticipate, Recognize and Act, Module 4: Career Reflections and Medical Humanities",Daniel R. Lucey,Dartmouth College,Health,https://www.coursera.org/learn/40-years-fighting-international-epidemics-in-the-field,14.0,0
Ebola Virus Disease: An Evolving Epidemic,4.7,Not specified,Flexible schedule,Not specified,Not specified,"Introduction to Ebola, Patient Care of Persons with Ebola Virus Disease, Prevention, Treatment, and Response, Laboratory Issues, Managing Potential and Diagnosed Ebola Patients, How Ebola is Changing Global Health","Carlos del Rio, MD, Dabney P. Evans, PhD, MPH",Emory University,Health,https://www.coursera.org/learn/ebola-virus,18.0,211
常见慢性病的健康管理,4.7,Not specified,Flexible schedule,Not specified,Not specified,"绪论, 摆脱卫生间的尴尬——便秘病人的健康管理, 孰知痛风之痛——痛风病人的健康管理, 解说血糖的秘密——糖尿病病人的健康管理, 帮血压减减负——高血压病人的健康管理, 免除脑的不速之客——脑卒中病人的健康管理, 守护生命的心路——冠心病病人的健康管理",章雅青,Shanghai Jiao Tong University,Health,https://www.coursera.org/learn/chang-jian-man-xing-bing,14.0,21
Hacking COVID-19: Metabolic Pathway Analysis Yields SARS-CoV-2 Drug Targets,0.0,Beginner level,Flexible schedule,Not specified,Bioinformatics,Hacking COVID-19 — Course 4: Searching for Drug Targets,"Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu, Peter Karp",University of California San Diego,Health,https://www.coursera.org/learn/hacking-covid-19--course-4-searching-for-drug-targets,8.0,0
Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?,4.4,Not specified,Flexible schedule,Not specified,Not specified,"Introduction to Unit 3, Evolutionary Psychology, The Evolution of the Human Brain, The Human Spark, The Scopes Trial: Human Origins and the Public Classroom, The Dover Board of Education: Intelligent Design and the Public Classroom, Where Do We Go From Here?, General Course Pages","Prof. Leonard W. Hamilton, Prof. Daniel M. Ogilvie",Rutgers the State University of New Jersey,Health,https://www.coursera.org/learn/soulbeliefs3,13.0,94
Lecture Series for Preventing and Controlling COVID-19,4.5,Beginner level,Flexible schedule,Not specified,Not specified,"About COVID-19, Diagnose and Control COVID-19, Therapeutic Strategy for COVID-19  （1）, Therapeutic Strategy for COVID-19  （2）, Prevention for COVID-19",陈灵,"""Xian Jiaotong University""",Health,https://www.coursera.org/learn/covid-19lectureseries,8.0,352
流行病学基础（上）,4.8,Beginner level,Flexible schedule,Not specified,Not specified,"流行病学绪论, 疾病的分布, 描述流行病学, 队列研究, 病例对照研究, 病因与病因推断, 期末考试","詹 思延, 吴 涛, 李 立明, 胡 永华",Peking University,Health,https://www.coursera.org/learn/liuxing-bing-xue,11.0,25
Introduction to the Multiphase Optimization Strategy (MOST),0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Week 1 - MOST is a different way of thinking, Week 2 - The preparation phase: Laying the foundation for successful optimization, Week 3 - Introduction to the factorial optimization trial, Week 4 - Some conceptual and technical aspects of the factorial experiment, Week 5 - Rigorous and responsible conduct of intervention optimization research, Week 6 - Completing the optimization phase and identifying your next steps","Kate Guastaferro, Linda M Collins",New York University,Health,https://www.coursera.org/learn/multiphase-optimization-strategy,18.0,0
ERPO: A Civil Approach to Gun Violence Prevention Teach-Out,4.5,Beginner level,Flexible schedule,Not specified,Not specified,"ERPO 101: Introduction to Extreme Risk Protection Order Laws, Clinicians as Petitioners for ERPO, Law Enforcement as Petitioners for ERPO, Family/Partners as Petitioners for ERPO, Advocating for ERPOs, Upcoming Events: Live Webinar Discussion & ERPO Recommendations Report Release","Katherine Hoops, MD, MPH, Shannon Frattaroli, PhD, MPH, Josh Horwitz, JD",Johns Hopkins University,Health,https://www.coursera.org/learn/erpo,4.0,10
Medios digitales para resultados sanitarios,0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Perspicacia conductual como base, Elabore su estrategia de comunicación, Cómo diseñar para el contexto: mensajes y contenidos creativos que repercuten, Tácticas para medios digitales e implementación de campañas, Las métricas que importan: cómo interpretar el impacto",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-es,16.0,0
Hacking COVID-19 — Course 3: Unraveling COVID-19's Origins,0.0,Beginner level,Flexible schedule,Not specified,Bioinformatics,"Week 1, Week 2","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu",University of California San Diego,Health,https://www.coursera.org/learn/hacking-covid-19--course-3-unraveling-origins-of-covid-19,6.0,0
人体生理学导论（中文版）,4.8,Not specified,Flexible schedule,Not specified,Not specified,"欢迎！, 稳态和内分泌系统, 神经系统, 感觉和躯体神经系统, 肌肉, 心血管系统, 呼吸系统, 内分泌系统, 生殖系统, 消化系统, 泌尿系统","Emma Jakoi, Jennifer Carbrey",Duke University,Health,https://www.coursera.org/learn/sheng-li-xue,32.0,97
Rastreo de los contactos de la COVID-19,4.8,Beginner level,Flexible schedule,"Describir la evolución natural del SARS-CoV-2, incluyendo el período de contagio, el cuadro clínico de la COVID-19 y las pruebas de cómo se contagia.Definir un contacto infeccioso y el tiempo de la intervención de salud pública a través del rastreo de contactos.Mostrar la utilidad de la investigación de casos y del rastreo de contactos, identificar los obstáculos frecuentes y las estrategias para superarlos.Presentar algunas consideraciones éticas acerca del rastreo de contactos, el aislamiento y la cuarentena.",Not specified,"Aspectos básicos de la COVID-19, Aspectos básicos del rastreo de los contactos de la COVID-19, Pasos para investigar casos y rastrear sus contactos, Ética del rastreo de los contactos y herramientas tecnológicas, Habilidades para lograr una comunicación eficaz, Evaluación final (se califica)","Emily Gurley, PhD, MPH",Johns Hopkins University,Health,https://www.coursera.org/learn/rastreo-contactos-covid-19,5.0,1173
生物演化,4.9,Not specified,Flexible schedule,Not specified,Not specified," 欢迎学习, 第1讲   序言——演化理论的发展史, 第2讲   拉马克和达尔文的演化思想, 第3讲   达尔文演化理论的修订, 第4讲   自然选择和人工选择, 第5讲   适应, 第6讲   中性演化理论及该理论提出的背景, 第7讲   蛋白质演化速率和分子钟学说, 第8讲   核酸演化速率和基因组学在演化研究中的应用, 第9讲   物种的形成和形成的速度, 第10讲   物种的灭绝, 第11讲   系统发生重建, 第12讲   生命的起源和演化, 第13讲   家养动物的起源和现代智人的起源, 期末考试",顾红雅,Peking University,Health,https://www.coursera.org/learn/shengwu-yanhua,26.0,111
